agent_id,macro_region,department,municipality,generation_cohort,residential_stratum,current_state,llm_final_state,decision_transition,decision_changed,comparison_status,confidence,uncertainty,decision_confidence,heuristic_signal_title,dominant_motif,dominant_source_category,abm_dominant_emotion,heuristic_reconstructed_opinion,heuristic_reconstruction_basis,decisive_argument,rationale_summary,dominant_emotion,social_media_post
A00001,Bogota_Cundinamarca,Cundinamarca,Soacha,35_49,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7671476252460041,0.39408823961692696,0.72,Cepeda reconoce el resultado de primera vuelta y De la Espriella redefine su relación con los partidos,reconocimiento_y_alianzas,television,esperanza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Cepeda reconoce el resultado de primera vuelta y De la Espriella redefine su relación con los partidos”, dentro del motivo “reconocimiento_y_alianzas”, asociado principalmente con “television”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.77, incertidumbre 0.39, fatiga 0.68, movilización 0.74.",State=Cepeda; signal=S159; motif=reconocimiento_y_alianzas; source=television; emotion=esperanza,"El estado inicial y heurístico del agente apunta consistentemente a OPTION_B, con una posición consolidada en -1.0 y una movilización alta (0.74). Las señales de mayor peso en la dieta informativa (S162, S067, S064) no alteraron la dirección del voto, y las señales positivas hacia OPTION_B (S014, S012) refuerzan la inclinación existente. La propensión al voto en blanco es cero y la abstención es baja, lo que indica disposición a votar.","Con base en la dieta informativa revisada, la posición del agente se mantuvo firme hacia OPTION_B. Las señales de contraste entre candidatos no cambiaron la dirección del voto, y la movilización alta junto con propensión cero al voto en blanco confirman la decisión de votar por OPTION_B.",evaluacion,"Vea, uno revisa la información con cuidado y al final la decisión no cambia. Yo voy a votar convencida, porque lo que vi me da más razones que dudas. Sumercé, no se deje llevar por el miedo que siembran."
A00012,Bogota_Cundinamarca,Bogota,Bogota,65_mas,3,Abstencion,De la Espriella,Abstencion → De la Espriella,True,Changed after LLM deliberation,0.30590022998241323,0.6615800083106687,0.38,"Caracol Radio compara seguridad, reformas y planes de gobierno de los dos candidatos",contraste_planes_gobierno,television,confianza,"Según las reglas del ABM, terminé con propensión a la abstención. El mayor peso atribuido provino de “Caracol Radio compara seguridad, reformas y planes de gobierno de los dos candidatos”, dentro del motivo “contraste_planes_gobierno”, asociado principalmente con “television”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.31, incertidumbre 0.66, fatiga 0.55, movilización 0.12.",State=Abstencion; signal=S162; motif=contraste_planes_gobierno; source=television; emotion=confianza,"La mayoría de señales directas en la dieta informativa apuntan positivamente hacia OPTION_B (respaldo de Fenalco, encuesta NTN24, revocatoria de camiseta, acercamiento de fajardistas), mientras que las señales favorables a OPTION_A tienen mayor riesgo de desinformación o connotaciones negativas como el comentario alarmista de Carrillo (S067, misinformation_risk 0.3).","Con bastante incertidumbre todavía, las señales disponibles inclinan levemente la balanza hacia OPTION_B: el respaldo de Fenalco, la encuesta de NTN24 y el acercamiento de sectores independientes son señales que, aunque no son perfectas, pesan más que las señales a favor de OPTION_A, algunas de las cuales tienen mayor riesgo de desinformación. La decisión se toma con poca confianza pero con la información que hay.",evaluacion,"Mire, yo no tenía muy claro por quién votar, pero revisando la información disponible me incliné por De la Espriella. No es una decisión fácil ni con mucha certeza, pero algo hay que hacer con el voto."
A00013,Boyaca_Tolima_Huila,Tolima,Ibague,65_mas,2,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.8347099496200345,0.3330610857737018,0.83,De la Espriella afirma que con Cepeda estaría en riesgo la continuidad de las elecciones,riesgo_continuidad_electoral,social_oficial,esperanza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “De la Espriella afirma que con Cepeda estaría en riesgo la continuidad de las elecciones”, dentro del motivo “riesgo_continuidad_electoral”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.83, incertidumbre 0.33, fatiga 0.62, movilización 0.80.",State=De la Espriella; signal=S176; motif=riesgo_continuidad_electoral; source=social_oficial; emotion=esperanza,"La posición inicial y heurística del agente apunta firmemente a OPTION_A con una confianza alta (0.83) y una posición casi máxima (0.9999). Las señales negativas sobre OPTION_A (prohibición de camiseta, denuncia ante Fiscalía/CPI) provienen de fuentes con riesgo de desinformación moderado-alto y tuvieron deltas de posición muy pequeños. La defensa de OPTION_A ante acusaciones (S148) reforzó levemente la posición. La movilización es alta (0.80) y la propensión al voto en blanco es cero.","La verdad, después de revisar toda la información disponible, mi decisión sigue siendo OPTION_A. Las denuncias y controversias que surgieron en campaña tuvieron poco peso real dado el nivel de riesgo de desinformación de esas fuentes. Mi confianza es alta y la movilización también, así que voy a votar con convicción.",expectativa,"La verdad, yo ya tengo mi decisión tomada y no me la cambia ningún rumor de última hora. Revisé bien la información y voy a votar con la cabeza fría este domingo. Que cada quien haga lo mismo."
A00014,Bogota_Cundinamarca,Bogota,Bogota,35_49,3,No alineado,De la Espriella,No alineado → De la Espriella,True,Changed after LLM deliberation,0.18267070851742778,0.7796865257616417,0.31,El Colombiano verifica una acusación falsa difundida en redes dentro de la campaña presidencial,fake_news_imagenes_falsas,regional,alerta,"Según las reglas del ABM, terminé sin alinearme con ninguna de las opciones. El mayor peso atribuido provino de “El Colombiano verifica una acusación falsa difundida en redes dentro de la campaña presidencial”, dentro del motivo “fake_news_imagenes_falsas”, asociado principalmente con “regional”. La emoción heurística dominante fue “alerta”. Mis indicadores finales fueron confianza heurística 0.18, incertidumbre 0.78, fatiga 0.69, movilización 0.24.",State=No alineado; signal=S174; motif=fake_news_imagenes_falsas; source=regional; emotion=alerta,"La posición numérica del agente es marginalmente positiva (0.00069) y las señales con mayor dossier_score apuntan a OPTION_B: la encuesta AtlasIntel (S013) y el respaldo internacional (S060) generan confianza, mientras que las señales negativas sobre OPTION_B (S032, S153) aumentan incertidumbre pero no invierten la dirección. Con alta incertidumbre y fatiga, el agente se inclina levemente hacia OPTION_B como la opción con más señales de respaldo acumulado.","La verdad, la decisión no es fácil. La incertidumbre es muy alta y hay señales contradictorias sobre OPTION_B: un fallo judicial por uso de símbolos patrios y una declaración polémica sobre el Ejército generan desconfianza, pero las encuestas y el respaldo externo apuntan a una ventaja de OPTION_B. Con una posición apenas positiva y confianza baja, el agente vota por OPTION_B sin mayor convicción.",incertidumbre,"La verdad, vea, esto no está nada claro. Hay señales que me generan alarma con De la Espriella, pero los números de las encuestas y la información disponible me inclinan hacia ese lado, aunque sin mucha convicción. Toca votar con la cabeza fría y sin dejarse llevar solo por el ruido."
A00015,Antioquia_EjeCafetero,Antioquia,Bello,35_49,6,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7098800858781086,0.45247839163381043,0.71,Petro advierte a Trump sobre injerencia y apoyos extranjeros en la campaña,injerencia_trump,television,alerta,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Petro advierte a Trump sobre injerencia y apoyos extranjeros en la campaña”, dentro del motivo “injerencia_trump”, asociado principalmente con “television”. La emoción heurística dominante fue “alerta”. Mis indicadores finales fueron confianza heurística 0.71, incertidumbre 0.45, fatiga 0.75, movilización 0.61.",State=Cepeda; signal=S169; motif=injerencia_trump; source=television; emotion=alerta,"El agente inició y mantuvo su posición en OPTION_B con una confianza de 0.71 y una posición fuertemente negativa hacia OPTION_A (-0.9996). Las señales de mayor peso en el dossier refuerzan o son neutras respecto a OPTION_B, mientras que las señales positivas para OPTION_A provienen de fuentes con mayor riesgo de desinformación (S079, misinformation_risk 0.22) o de bajo impacto neto. La señal S067 (Carrillo) generó un leve movimiento hacia OPTION_A pero con alto riesgo de desinformación (0.30), lo que reduce su peso efectivo dado el nivel de escepticismo del agente.","La verdad, después de revisar las señales disponibles, mi posición sigue siendo OPTION_B. Las fuentes que más confío —medios alternativos e investigativos y radio regional— no muestran evidencia sólida para cambiar. Las señales favorables a OPTION_A vienen de fuentes con mayor riesgo de desinformación, así que no les doy el mismo peso. Hay incertidumbre, pero no suficiente para abandonar la opción que he sostenido desde el inicio.",incertidumbre,"La verdad, uno revisa las señales con cuidado y no todo lo que circula tiene el mismo respaldo. Yo voto con convicción por Cepeda, aunque reconozco que hay incertidumbre en el ambiente. Toca decidir con la cabeza fría y no dejarse llevar por el ruido."
A00016,Bogota_Cundinamarca,Cundinamarca,Soacha,50_64,1,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.8091979763866504,0.35642805937758654,0.78,AtlasIntel mantiene ventaja de De la Espriella y reporta aumento de indecisos/blanco/nulo/no sabe,indecisos_suben_encuesta,radio,incertidumbre,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “AtlasIntel mantiene ventaja de De la Espriella y reporta aumento de indecisos/blanco/nulo/no sabe”, dentro del motivo “indecisos_suben_encuesta”, asociado principalmente con “radio”. La emoción heurística dominante fue “incertidumbre”. Mis indicadores finales fueron confianza heurística 0.81, incertidumbre 0.36, fatiga 0.80, movilización 0.67.",State=Cepeda; signal=S042; motif=indecisos_suben_encuesta; source=radio; emotion=incertidumbre,"El estado inicial y heurístico del agente es OPTION_A con una posición muy consolidada (-0.9994) y confianza del 80.9%. Aunque las señales directas recibidas favorecen a OPTION_B (encuestas, apoyos, defensas institucionales), su impacto acumulado en el desplazamiento de posición es marginal (deltas muy pequeños), insuficiente para revertir una preferencia tan arraigada. La fatiga alta (0.80) reduce la receptividad a nueva información, y la movilización moderada-alta (0.67) refuerza la intención de votar por la opción ya comprometida.","Mire, la verdad es que después de revisar toda la información disponible, mi posición con OPTION_A sigue siendo sólida. Las señales a favor de OPTION_B tienen riesgos de desinformación notables y sus efectos sobre mi posición son mínimos. Con la confianza que tengo y la movilización que siento, voy a votar por OPTION_A.",conviccion,"Mire, la verdad uno no puede dejarse llevar solo por encuestas y apoyos de última hora. Yo ya tengo mi decisión tomada y voy a votar con convicción por quien creo que representa mejor a la gente de a pie. Que cada quien vote con conciencia."
A00017,Boyaca_Tolima_Huila,Boyaca,Tunja,50_64,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.6779545255672885,0.48152971384346577,0.62,"La Silla actualiza ponderador: De la Espriella 51%, Cepeda 43%",ponderador_51_43,social_oficial,confianza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “La Silla actualiza ponderador: De la Espriella 51%, Cepeda 43%”, dentro del motivo “ponderador_51_43”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.68, incertidumbre 0.48, fatiga 0.76, movilización 0.79.",State=Cepeda; signal=S039; motif=ponderador_51_43; source=social_oficial; emotion=confianza,"El estado inicial y heurístico del agente apunta a OPTION_B con confianza moderada (0.68). Aunque las señales de la dieta informativa favorecen levemente a OPTION_A en términos de posición delta acumulada, la mayoría provienen de fuentes con riesgo de desinformación notable (S176: 0.34, S009: 0.18, S039: 0.18) y el agente muestra escepticismo moderado hacia las fuentes. La señal S171 de La Silla Vacía —fuente alternativo_investigativa con mayor confianza— señala dificultades de OPTION_B para conquistar el centro, pero no invierte la preferencia base. La propensión al voto en blanco es mínima (0.001) y la movilización es alta (0.79), lo que favorece votar. El agente mantiene su preferencia por OPTION_B.","Después de revisar las señales disponibles, el agente mantiene su preferencia por OPTION_B. Las señales favorables a OPTION_A tienen riesgos de desinformación considerables y provienen de fuentes con confianza relativamente baja. La señal más confiable (La Silla Vacía) señala dificultades de OPTION_B, pero no es suficiente para revertir la posición base. Con movilización alta y propensión al voto en blanco mínima, la decisión es votar por OPTION_B.",presion,"Yo sí creo que hay que votar con la cabeza fría. La verdad, mucha de esa información que circula tiene demasiado riesgo de ser exagerada, y uno no puede dejarse llevar solo por el ruido. Ya tomé mi decisión y voy a las urnas."
A00018,Bogota_Cundinamarca,Bogota,Bogota,25_34,4,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.8094225440231578,0.35836259474296034,0.81,La Silla Vacía analiza las dificultades de Cepeda para conquistar al centro,dificultad_conquista_centro,alternativo_investigativo,miedo,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “La Silla Vacía analiza las dificultades de Cepeda para conquistar al centro”, dentro del motivo “dificultad_conquista_centro”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “miedo”. Mis indicadores finales fueron confianza heurística 0.81, incertidumbre 0.36, fatiga 0.67, movilización 0.69.",State=De la Espriella; signal=S171; motif=dificultad_conquista_centro; source=alternativo_investigativo; emotion=miedo,"El estado inicial y heurístico apunta firmemente a OPTION_B, respaldado por señales de alta confianza como S192 (87% en mercados de predicción) y S013 (ventaja en encuestas AtlasIntel), con posición cercana a 1.0 y movilización moderada-alta.","Con base en la dieta informativa, la posición del agente se mantiene sólidamente hacia OPTION_B. Las señales más fuertes —mercados de predicción con 87% y encuestas con ventaja clara— apuntan en la misma dirección. Las señales negativas tienen poco peso o alto riesgo de desinformación. La movilización es moderada y la propensión a abstención es baja, así que votar es la acción coherente.",confianza,"Vea, yo revisé bien la información disponible y la evidencia me convence. Voto con confianza por De la Espriella, que tiene el respaldo más sólido según lo que he podido leer. 🗳️"
A00019,Bogota_Cundinamarca,Cundinamarca,Other_Cundinamarca,25_34,3,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.8412028749808677,0.32905847115624665,0.84,AtlasIntel muestra a De la Espriella casi ocho puntos arriba de Cepeda,atlas_ventaja_ocho_puntos,alternativo_investigativo,confianza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “AtlasIntel muestra a De la Espriella casi ocho puntos arriba de Cepeda”, dentro del motivo “atlas_ventaja_ocho_puntos”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.84, incertidumbre 0.33, fatiga 0.63, movilización 0.55.",State=De la Espriella; signal=S035; motif=atlas_ventaja_ocho_puntos; source=alternativo_investigativo; emotion=confianza,"El agente partió con una posición inicial y heurística fuertemente inclinada hacia OPTION_A (posición 0.9999), con confianza de 0.84. Las señales recibidas —incluyendo la revocatoria de la camiseta (S036) y la aceptación del debate (S009)— refuerzan narrativas positivas para OPTION_A. La señal negativa sobre Supersalud (S044) tiene riesgo de desinformación moderado (0.28) y generó un delta de posición mínimo (-0.0005), insuficiente para cambiar la decisión.","Con base en la dieta informativa, este agente mantiene su posición a favor de OPTION_A. Las señales positivas pesan más que la única señal negativa, cuyo impacto fue mínimo. La confianza es alta y la propensión al voto en blanco es cero, así que la decisión es clara.",alivio,"Oiga, yo ya tenía claro mi voto y lo que he visto no me ha cambiado la mente. Hay ruido y desinformación por todos lados, pero uno aprende a separar lo que tiene peso de lo que no. Este domingo voy a votar con convicción. 🗳️"
A00020,Bogota_Cundinamarca,Bogota,Bogota,25_34,3,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.7175293649774603,0.44774056321815947,0.68,AtlasIntel reporta ventaja de De la Espriella sobre Cepeda en segunda vuelta,ventaja_encuestas,alternativo_investigativo,confianza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “AtlasIntel reporta ventaja de De la Espriella sobre Cepeda en segunda vuelta”, dentro del motivo “ventaja_encuestas”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.72, incertidumbre 0.45, fatiga 0.77, movilización 0.60.",State=De la Espriella; signal=S013; motif=ventaja_encuestas; source=alternativo_investigativo; emotion=confianza,"El agente inició y mantuvo su posición en OPTION_B con alta convicción (posición 0.9999, confianza 0.72). Las señales negativas contra OPTION_B tienen riesgos de desinformación elevados (0.36–0.64) y deltas de posición mínimos, insuficientes para revertir la heurística inicial. La propensión al voto en blanco es muy baja (0.01) y la abstención moderada no supera el umbral de acción.","Después de revisar la dieta informativa, la posición del agente se mantuvo sólida hacia OPTION_B. Las acusaciones en su contra provienen de señales con alto riesgo de desinformación y generaron cambios mínimos. La propensión al voto en blanco es casi nula, así que lo más coherente es votar por OPTION_B.",certeza,"Igual, revisé la información disponible y, con todo y las dudas, mi voto va para De la Espriella. Las acusaciones que circulan tienen demasiado riesgo de ser falsas como para cambiar de opinión a última hora. Sumercé, en segunda vuelta cada voto cuenta."
A00021,Bogota_Cundinamarca,Cundinamarca,Soacha,50_64,4,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.7136685205781489,0.44662977155058126,0.71,Trump respalda públicamente a Abelardo de la Espriella rumbo a la segunda vuelta,respaldo_trump,radio,esperanza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Trump respalda públicamente a Abelardo de la Espriella rumbo a la segunda vuelta”, dentro del motivo “respaldo_trump”, asociado principalmente con “radio”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.71, incertidumbre 0.45, fatiga 0.54, movilización 0.61.",State=De la Espriella; signal=S060; motif=respaldo_trump; source=radio; emotion=esperanza,"El agente tiene una posición inicial y heurística firmemente en OPTION_A (posición 0.9999) con confianza moderada-alta (0.71), orientación fuerte hacia el orden (0.82) y la economía (0.68), y bajo progresismo cultural (0.08). Las señales de la dieta informativa que favorecen a OPTION_B son principalmente de movilización juvenil (kpopers, Army Colombia) que no resuenan con el perfil de la agente. La señal S060 (respaldo internacional a OPTION_A) y S080 (entrevista de radio) refuerzan la posición existente. El alto escepticismo de fuentes (0.76) hace que la agente descarte señales de alto riesgo de desinformación.","La agente mantiene su preferencia por OPTION_A. Su perfil de alta orientación al orden y la economía, junto con bajo progresismo cultural, es coherente con esta opción. Las señales más confiables de su dieta (radio, medio internacional) apuntan a OPTION_A, mientras que las señales a favor de OPTION_B provienen de contextos de movilización juvenil que no conectan con su realidad como comerciante local de Soacha. El alto escepticismo hacia fuentes la protege de señales con alto riesgo de desinformación.",evaluacion,"Oiga, yo sí creo que en este momento el país necesita orden y alguien que entienda la economía del día a día. La verdad, revisé bien la información y mi decisión está clara. Voy a votar con convicción."
A00022,Bogota_Cundinamarca,Bogota,Bogota,18_24,2,Abstencion,Abstencion,Abstencion → Abstencion,False,Stable across ABM and LLM,0.19456017929207825,0.7665131172927746,0.19,Petro advierte a Trump sobre injerencia y apoyos extranjeros en la campaña,injerencia_trump,medio_publico,incertidumbre,"Según las reglas del ABM, terminé con propensión a la abstención. El mayor peso atribuido provino de “Petro advierte a Trump sobre injerencia y apoyos extranjeros en la campaña”, dentro del motivo “injerencia_trump”, asociado principalmente con “medio_publico”. La emoción heurística dominante fue “incertidumbre”. Mis indicadores finales fueron confianza heurística 0.19, incertidumbre 0.77, fatiga 0.79, movilización 0.00.",State=Abstencion; signal=S169; motif=injerencia_trump; source=medio_publico; emotion=incertidumbre,"La posición del agente es prácticamente neutral (-0.001) con altísima incertidumbre (0.77) y fatiga elevada (0.79), movilización en cero y propensión a la abstención de 0.50. El motivo dominante es el efecto simbólico del voto en blanco, y la confianza institucional es baja (0.31). No hay señales de peso suficiente para inclinar la decisión hacia ningún candidato.","Con una posición casi neutral, incertidumbre muy alta, fatiga elevada y movilización nula, no hay base suficiente para votar por ninguna opción. La señal más fuerte del dossier es la aclaración sobre el voto en blanco (efecto simbólico), lo que refuerza la tendencia a abstenerse. La propensión a la abstención supera el 49%, y la confianza en las fuentes disponibles no alcanza para resolver la duda.",incertidumbre,"Vea, con tanta información contradictoria y sin señales claras, prefiero no votar esta vez. La incertidumbre es demasiado alta para decidir a la ligera. 🤷"
A00023,Bogota_Cundinamarca,Bogota,Bogota,35_49,3,No alineado,Cepeda,No alineado → Cepeda,True,Changed after LLM deliberation,0.32105889312211616,0.645930009066119,0.38,Trump respalda públicamente a Abelardo de la Espriella rumbo a la segunda vuelta,respaldo_trump,television,validacion,"Según las reglas del ABM, terminé sin alinearme con ninguna de las opciones. El mayor peso atribuido provino de “Trump respalda públicamente a Abelardo de la Espriella rumbo a la segunda vuelta”, dentro del motivo “respaldo_trump”, asociado principalmente con “television”. La emoción heurística dominante fue “validacion”. Mis indicadores finales fueron confianza heurística 0.32, incertidumbre 0.65, fatiga 0.65, movilización 0.18.",State=No alineado; signal=S060; motif=respaldo_trump; source=television; emotion=validacion,"La posición final del agente es ligeramente negativa hacia OPTION_A (position ≈ -0.002), impulsada principalmente por señales de alerta institucional y de injerencia extranjera (S169, S124) que afectan negativamente a OPTION_A, mientras que señales positivas de OPTION_B (S099) refuerzan una leve inclinación hacia ese candidato. Dado el alto nivel de incertidumbre (0.646) y fatiga (0.648), la diferencia es mínima pero suficiente para inclinar la balanza.","Con mucha incertidumbre y algo de fatiga, la información disponible inclina levemente hacia OPTION_B. Las señales de alerta sobre riesgo institucional y posible injerencia extranjera en favor de OPTION_A generan desconfianza, mientras que el desempeño de OPTION_B en el Cauca y su proyección participativa suman puntos. La decisión no es firme, pero hay una dirección.",alerta,"Vea, no tengo todo claro todavía, pero las alertas sobre injerencia externa y el riesgo a las instituciones me generan más desconfianza hacia una de las opciones. Con lo que hay, me inclino por Cepeda, aunque con reservas. Qué pena no poder decidir con más certeza."
A00024,Bogota_Cundinamarca,Bogota,Bogota,25_34,5,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.8650874159699645,0.3043224419047164,0.85,Petro advierte a Trump sobre injerencia y apoyos extranjeros en la campaña,injerencia_trump,prensa_privada,certeza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Petro advierte a Trump sobre injerencia y apoyos extranjeros en la campaña”, dentro del motivo “injerencia_trump”, asociado principalmente con “prensa_privada”. La emoción heurística dominante fue “certeza”. Mis indicadores finales fueron confianza heurística 0.87, incertidumbre 0.30, fatiga 0.72, movilización 0.81.",State=Cepeda; signal=S169; motif=injerencia_trump; source=prensa_privada; emotion=certeza,"El agente partió y se mantuvo en OPTION_A con alta confianza (0.865) y fuerte movilización (0.809). Las señales negativas contra OPTION_A provienen principalmente de fuentes con alto riesgo de desinformación (S141: 0.70, S176: 0.34), lo que reduce su peso. El motivo dominante de memoria es 'orden_institucional_y_convivencia', que en el contexto de OPTION_A se asocia a convivencia y participación. La posición acumulada es fuertemente favorable a OPTION_A (-0.999) y la propensión al voto en blanco es 0.","La verdad, el agente lleva todo el proceso inclinado hacia OPTION_A con una confianza bastante sólida. Las señales en contra tienen un riesgo de desinformación alto y no logran mover la posición. La movilización es fuerte y la propensión al voto en blanco es cero, así que la decisión es clara: votar por OPTION_A.",certeza,"La verdad, después de revisar bien la información, mi voto va con Cepeda sin dudas. Las señales en contra tienen demasiado riesgo de ser desinformación y eso no me cuadra. Pues, hay que votar con cabeza fría y no dejarse llevar por el miedo. 🗳️"
