id,fecha,titulo,descripcion,tipo,fuente,fuente_url,legal_status,candidato_afectado,direccion,motif_primary,frame,emocion,dimension_impacto,region,intensidad,credibilidad,riesgo_desinformacion,canales_probables,perfiles_relevantes,resumen_para_agente,fecha_corte,source_strict,source_category,ownership_type,geographic_scope,candidate_scope,observation_role,event_cluster_id,event_cluster_size,source_class_balance_weight,model_sampling_weight,engagement_likes,engagement_reposts,engagement_comments,engagement_views,engagement_status
S157,2026-06-18,Publicación oficial en X de De la Espriella: Afirma que respetará el Estado de derecho y el marco constitucional.,Afirma que respetará el Estado de derecho y el marco constitucional.,compromiso_institucional_x,X oficial — @ABDELAESPRIELLA,https://x.com/ABDELAESPRIELLA/status/2067769763607023893,declaracion_publica,De la Espriella,positiva,respeto_estado_derecho,moderacion_institucional,certeza,instituciones_democraticas,Nacional / Digital / X,0.72,0.96,0.06,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Afirma que respetará el Estado de derecho y el marco constitucional.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-593bc8719a,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S158,2026-06-04,El CNE oficializa los resultados y confirma la segunda vuelta entre De la Espriella y Cepeda,El Espectador reporta la declaración oficial del CNE tras finalizar el escrutinio de la primera vuelta.,resultado_oficial_cne,El Espectador,https://www.elespectador.com/politica/elecciones-colombia-2026/estos-son-los-resultados-oficiales-de-abelardo-de-la-espriella-e-ivan-cepeda-cne-finalizo-el-escrutinio-noticias-hoy/,informacion_institucional,AMBOS,contexto,resultado_oficial_primera_vuelta,legitimidad_escrutinio,certeza,garantias_electorales,Nacional,0.88,0.95,0.04,prensa_digital|television|radio|whatsapp,todos,El CNE oficializa el escrutinio y confirma a los dos candidatos de segunda vuelta.,2026-06-19,True,prensa_privada,privado,nacional,AMBOS,canonical_signal,EVT-d821c05cf6,1,0.851852,0.851852,,,,,not_applicable
S159,2026-06-07,Cepeda reconoce el resultado de primera vuelta y De la Espriella redefine su relación con los partidos,El Espectador registra el reconocimiento del resultado por Cepeda y la discusión de De la Espriella sobre apoyos partidistas.,movida_campana,El Espectador,https://www.elespectador.com/politica/elecciones-colombia-2026/cepeda-reconocio-los-resultados-de-la-primera-vuelta-y-de-la-espriella-rechazo-apoyo-de-partidos-noticias-hoy/,hecho_reportado,AMBOS,mixta,reconocimiento_y_alianzas,legitimidad_y_autonomia_campanas,moderacion,alianzas_politicas,Nacional,0.72,0.90,0.07,prensa_digital|radio|television|twitter_x|whatsapp,todos,Cepeda reconoce el resultado y ambas campañas ajustan su relación con partidos y apoyos.,2026-06-19,True,prensa_privada,privado,nacional,AMBOS,canonical_signal,EVT-3ac2e1bfe5,1,0.851852,0.851852,,,,,not_applicable
S160,2026-06-16,Adhesiones y publicación de exámenes médicos entran en la agenda final de ambas campañas,El Espectador reporta nuevos apoyos para ambos candidatos y la publicación de exámenes médicos en medio del debate sobre salud y capacidad.,adhesiones_y_salud_candidatos,El Espectador,https://www.elespectador.com/politica/elecciones-colombia-2026/movida-electoral-adhesiones-criticas-y-examenes-medicos-se-toman-la-campana/,hecho_reportado,AMBOS,contexto,salud_y_adhesiones_recta_final,capacidad_y_respaldo,evaluacion,imagen_candidato,Nacional,0.70,0.89,0.08,prensa_digital|television|radio|twitter_x|whatsapp,todos,La salud de los candidatos y las adhesiones políticas ganan visibilidad en el cierre.,2026-06-19,True,prensa_privada,privado,nacional,AMBOS,canonical_signal,EVT-e54a294839,1,0.851852,0.851852,,,,,not_applicable
S161,2026-06-15,Cepeda anuncia nueva denuncia contra De la Espriella por presunta participación en el desfalco a la salud,Semana reporta el anuncio de una nueva denuncia penal; las afirmaciones permanecen como alegaciones mientras no exista decisión judicial.,denuncia_campana,Semana,https://www.semana.com/politica/articulo/ivan-cepeda-denuncia-penalmente-a-abelardo-de-la-espriella-por-supuesta-participacion-en-el-saqueo-del-sistema-de-salud/202658/,alegacion_no_probada,De la Espriella,negativa,denuncia_desfalco_salud,corrupcion_y_sistema_salud,acusacion,salud_corrupcion,Nacional / Caribe,0.86,0.84,0.42,prensa_digital|television|radio|twitter_x|whatsapp,todos,Cepeda anuncia una denuncia sobre recursos de salud; el modelo la trata como alegación no probada.,2026-06-19,True,prensa_privada,privado,nacional,De la Espriella,canonical_signal,EVT-6ff23b51fe,1,0.851852,0.851852,,,,,not_applicable
S162,2026-06-01,"Caracol Radio compara seguridad, reformas y planes de gobierno de los dos candidatos",La cadena radial presenta un contraste programático inicial para la segunda vuelta.,comparacion_programatica,Caracol Radio,https://caracol.com.co/2026/06/01/abelardo-de-la-espriella-e-ivan-cepeda-seguridad-reformas-y-plan-de-gobierno-2026-2030/,analisis_periodistico,AMBOS,contexto,contraste_planes_gobierno,seguridad_reformas_y_estado,evaluacion,programa_gobierno,Nacional,0.80,0.89,0.08,radio_nacional|prensa_digital|whatsapp,todos,Caracol Radio compara las principales diferencias programáticas entre las candidaturas.,2026-06-19,True,radio,privado,nacional,AMBOS,canonical_signal,EVT-d924e0d35c,1,0.793103,0.793103,,,,,not_applicable
S163,2026-06-13,"Cepeda centra su discurso en anticorrupción, clase media, Fuerzas Militares y rechazo al fracking",Caracol Radio resume el discurso de Cepeda en la plaza de toros La Santamaría y sus críticas al programa rival.,discurso_campana,Caracol Radio,https://caracol.com.co/2026/06/13/ivan-cepeda-en-la-santamaria-abelardo-anticorrupcion-fracking-y-medio-ambiente-en-su-discurso/,declaracion_publica,Cepeda,positiva,santamaria_anticorrupcion_ambiente,reformas_clase_media_y_ambiente,movilizacion,programa_gobierno,Bogotá / Nacional,0.78,0.90,0.08,radio_nacional|prensa_digital|eventos|whatsapp,todos,"Cepeda vincula anticorrupción, medio ambiente, clase media y Fuerzas Militares.",2026-06-19,True,radio,privado,nacional,Cepeda,canonical_signal,EVT-bbdca703e8,1,0.793103,0.793103,,,,,not_applicable
S164,2026-06-16,De la Espriella acusa a gobernadores de presunta presión y compra de votos a favor de Cepeda,Noticias RCN reporta acusaciones del candidato contra gobernadores de Boyacá y Nariño; no se presentan como hechos probados.,alegacion_compra_votos,Noticias RCN,https://www.noticiasrcn.com/colombia/de-la-espriella-acusa-a-dos-gobernadores-por-supuesta-compra-de-votos-1031049,alegacion_no_probada,Cepeda,negativa,acusacion_gobernadores_compra_votos,presion_territorial_y_contratos,alarma,garantias_electorales,Boyacá / Nariño / Nacional,0.88,0.88,0.58,television|prensa_digital|radio|twitter_x|whatsapp,todos,De la Espriella formula acusaciones de presión territorial; permanecen sin probar.,2026-06-19,True,television,privado,nacional,Cepeda,canonical_signal,EVT-e3e3d2745d,1,0.589744,0.589744,,,,,not_applicable
S165,2026-06-16,Cepeda recibe respaldos de líderes de centro y anuncia otra denuncia contra De la Espriella,Noticias RCN reporta el respaldo de figuras de centro y una nueva acción anunciada por la campaña de Cepeda.,alianzas_y_denuncia,Noticias RCN,https://www.noticiasrcn.com/colombia/cepeda-anuncia-otra-denuncia-penal-contra-abelardo-de-la-espriella-por-temas-relacionados-con-el-desfalco-a-los-recursos-de-salud-1031172,hecho_reportado,AMBOS,mixta,centro_y_judicializacion,ampliacion_alianzas_y_ataque_juridico,tension,alianzas_politicas,Nacional,0.78,0.88,0.20,television|prensa_digital|radio|twitter_x|whatsapp,todos,Cepeda suma apoyos de centro mientras profundiza su confrontación jurídica con el rival.,2026-06-19,True,television,privado,nacional,AMBOS,canonical_signal,EVT-5ab452d873,1,0.589744,0.589744,,,,,not_applicable
S166,2026-06-07,Cepeda invita al centro político a dialogar antes de la segunda vuelta,Noticias Caracol reporta el llamado de Cepeda a sectores de centro para conversar sobre acuerdos y garantías.,apertura_centro,Noticias Caracol,https://www.noticiascaracol.com/politica/elecciones-colombia/ivan-cepeda-invito-al-centro-politico-a-dialogar-antes-de-la-segunda-vuelta-este-fue-su-mensaje-rg10,declaracion_publica,Cepeda,positiva,dialogo_con_centro,moderacion_y_concertacion,apertura,alianzas_politicas,Nacional,0.72,0.90,0.06,television|prensa_digital|radio|twitter_x|whatsapp,profesional_urbano|adulto_redes|todos,Cepeda busca ampliar su coalición mediante diálogo con sectores de centro.,2026-06-19,True,television,privado,nacional,Cepeda,canonical_signal,EVT-209b301164,1,0.589744,0.589744,,,,,not_applicable
S167,2026-06-06,Inravisión ofrece organizar y transmitir un debate presidencial en igualdad de condiciones,El sistema de medios públicos manifiesta su disponibilidad para producir un debate entre los dos candidatos.,oferta_debate_medio_publico,RTVC Noticias / Inravisión,https://www.rtvcnoticias.com/actualidad/inravision/inravision-propone-transmitir-debate-presidencial-entre-ivan-cepeda-y,informacion_institucional,AMBOS,contexto,debate_inravision,igualdad_condiciones_y_servicio_publico,expectativa,debate_presidencial,Nacional,0.68,0.94,0.04,television_publica|radio_nacional|prensa_digital|whatsapp,todos,Inravisión propone un debate transmitido por medios públicos.,2026-06-19,True,medio_publico,publico,nacional,AMBOS,canonical_signal,EVT-a945d37720,1,4.600000,3.000000,,,,,not_applicable
S168,2026-06-08,Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella,RTVC reporta el anuncio de Cepeda de entregar información a autoridades; la afirmación se mantiene como alegación no probada.,alegacion_autoatentado,RTVC Noticias,https://www.rtvcnoticias.com/colombia/ivan-cepeda-alerta-sobre-presunto-montaje-contra-abelardo-de-la-espriella,alegacion_no_probada,De la Espriella,negativa,presunto_autoatentado,seguridad_y_manipulacion,alarma,seguridad_electoral,Nacional,0.90,0.91,0.64,television_publica|prensa_digital|twitter_x|whatsapp,todos,Cepeda entrega una alerta sobre un supuesto montaje; no se trata como hecho probado.,2026-06-19,True,medio_publico,publico,nacional,De la Espriella,canonical_signal,EVT-946a868423,1,4.600000,3.000000,,,,,not_applicable
S169,2026-06-10,Petro advierte a Trump sobre injerencia y apoyos extranjeros en la campaña,RTVC reporta la advertencia presidencial sobre restricciones constitucionales a apoyos o dineros extranjeros.,controversia_injerencia_extranjera,RTVC Noticias,https://www.rtvcnoticias.com/colombia/elecciones-presidenciales-petro-advierte-trump-injerencia,declaracion_publica,De la Espriella,negativa,injerencia_trump,soberania_y_financiacion_extranjera,alerta,politica_exterior,Nacional / Internacional,0.82,0.92,0.16,television_publica|radio_nacional|prensa_digital|twitter_x|whatsapp,todos,El debate sobre apoyo internacional se transforma en discusión sobre soberanía e injerencia.,2026-06-19,True,medio_publico,publico,nacional,De la Espriella,canonical_signal,EVT-e7accf875f,1,4.600000,3.000000,,,,,not_applicable
S170,2026-06-14,La Silla Vacía identifica los votos decisivos y las rutas de crecimiento para cada campaña,"El medio analiza 2,3 millones de votos potencialmente decisivos y los territorios o segmentos donde cada candidato podría crecer.",analisis_votos_decisivos,La Silla Vacía,https://www.lasillavacia.com/silla-nacional/calculadora-de-votos-para-segunda-vuelta-estos-son-los-votos-decisivos/,analisis_periodistico,AMBOS,contexto,votos_decisivos_segunda_vuelta,transferencia_segmentos_y_territorios,incertidumbre,movilidad_electoral,Nacional / Territorial,0.86,0.91,0.08,prensa_digital|twitter_x|whatsapp,profesional_urbano|adulto_redes|todos,El análisis identifica segmentos y territorios decisivos sin tratarlos como transferencias automáticas.,2026-06-19,True,alternativo_investigativo,independiente,nacional,AMBOS,canonical_signal,EVT-2ec4a07fdb,1,1.642857,1.642857,,,,,not_applicable
S171,2026-06-11,La Silla Vacía analiza las dificultades de Cepeda para conquistar al centro,"El análisis examina el tiempo limitado, los desacuerdos con figuras de centro y los ajustes discursivos de la campaña.",analisis_estrategia_centro,La Silla Vacía,https://www.lasillavacia.com/silla-nacional/el-tiempo-corre-para-cepeda-sin-poder-conquistar-al-centro/,analisis_periodistico,Cepeda,negativa,dificultad_conquista_centro,limites_de_moderacion,presion,alianzas_politicas,Nacional,0.76,0.90,0.10,prensa_digital|twitter_x|whatsapp,profesional_urbano|adulto_redes,La campaña de Cepeda enfrenta restricciones para atraer a sectores de centro.,2026-06-19,True,alternativo_investigativo,independiente,nacional,Cepeda,canonical_signal,EVT-2a32f8e0d6,1,1.642857,1.642857,,,,,not_applicable
S172,2026-06-10,Cuestión Pública investiga un posible mecanismo multinivel y presión sobre contratistas en la campaña de De la Espriella,La investigación periodística plantea posibles presiones y captación de referidos; las conclusiones requieren investigación de autoridades.,investigacion_periodistica,Cuestión Pública,https://cuestionpublica.com/el-secreto-de-abelardo-en-primera-vuelta/,investigacion_en_curso,De la Espriella,negativa,red_referidos_y_contratistas,estructura_multinivel_y_presion,sospecha,garantias_electorales,Nacional / Regional,0.90,0.88,0.36,prensa_digital|youtube|twitter_x|whatsapp,todos,Una investigación examina posibles presiones y redes de referidos; no se presenta como decisión judicial.,2026-06-19,True,alternativo_investigativo,independiente,nacional,De la Espriella,canonical_signal,EVT-a459a5c4f4,1,1.642857,1.642857,,,,,not_applicable
S173,2026-06-16,Cuestión Pública argumenta que las amenazas democráticas atribuidas a las dos candidaturas no son equivalentes,"Columna de análisis y opinión que evalúa discursos, recorte estatal, seguridad privada y riesgos democráticos.",opinion_analisis_democracia,Cuestión Pública,https://cuestionpublica.com/no-todas-las-amenazas-a-la-democracia-son-iguales/,programa_opinion_publicado,AMBOS,mixta,comparacion_amenazas_democracia,riesgos_institucionales_asimetricos,alerta,instituciones_democraticas,Nacional,0.78,0.78,0.20,prensa_digital|twitter_x|whatsapp,profesional_urbano|adulto_redes,Una columna argumenta que los riesgos democráticos de las candidaturas deben evaluarse de forma diferenciada.,2026-06-19,True,alternativo_investigativo,independiente,nacional,AMBOS,canonical_signal,EVT-4e86a57527,1,1.642857,1.642857,,,,,not_applicable
S174,2026-06-16,El Colombiano verifica una acusación falsa difundida en redes dentro de la campaña presidencial,El medio documenta el uso de imágenes falsas contra una persona extranjera y su circulación por cuentas favorables a Cepeda.,verificacion_desinformacion,El Colombiano,https://www.elcolombiano.com/colombia/politica/campana-presidencial-falsa-acusacion-abuso-sexual-gringo-de-la-espriella-JF37767934,hecho_reportado,AMBOS,contexto,fake_news_imagenes_falsas,desinformacion_y_responsabilidad_digital,alerta,desinformacion,Nacional / Digital / Antioquia,0.84,0.91,0.72,prensa_digital|twitter_x|facebook|whatsapp,joven_digital|adulto_redes|todos,Una verificación muestra cómo imágenes falsas se incorporaron a la conversación electoral.,2026-06-19,True,regional,privado,regional,AMBOS,canonical_signal,EVT-0797f8ba39,1,4.600000,3.000000,,,,,not_applicable
S175,2026-06-14,El Colombiano describe cierres de campaña con discursos duros y acusaciones cruzadas,El medio regional cubre los actos finales de De la Espriella en Buga y Cepeda en Soledad.,cierres_campana_regionales,El Colombiano,https://www.elcolombiano.com/especiales/elecciones-2026/cierres-campana-aberlado-de-la-espriella-ivan-cepeda-EC37719379,hecho_reportado,AMBOS,mixta,cierres_buga_soledad,movilizacion_y_confrontacion,tension,movilizacion_social,Valle del Cauca / Atlántico / Nacional,0.82,0.90,0.08,prensa_regional|radio_regional|television|whatsapp,todos,"Los cierres regionales combinan movilización, acusaciones y polarización.",2026-06-19,True,regional,privado,regional,AMBOS,canonical_signal,EVT-0ba7491999,1,4.600000,3.000000,,,,,not_applicable
S176,2026-06-03,De la Espriella afirma que con Cepeda estaría en riesgo la continuidad de las elecciones,El Heraldo reporta una declaración del candidato que enmarca la segunda vuelta como una decisión sobre el futuro de la democracia.,declaracion_polemica,El Heraldo,https://www.elheraldo.co/noticias/politica/2026/06/03/de-la-espriella-cuestiona-postura-de-ivan-cepeda-frente-a-ee-uu-y-afirma-que-en-segunda-vuelta-se-define-el-futuro-de-la-democracia/,declaracion_polemica_reportada,Cepeda,negativa,riesgo_continuidad_electoral,miedo_democratico,miedo,instituciones_democraticas,Caribe / Nacional,0.88,0.89,0.34,prensa_regional|radio|television|twitter_x|whatsapp,todos,De la Espriella presenta la elección como una amenaza potencial a la continuidad democrática.,2026-06-19,True,regional,privado,regional,Cepeda,canonical_signal,EVT-43b6f16a7b,1,4.600000,3.000000,,,,,not_applicable
S177,2026-06-06,Simpatizantes de Fajardo buscan reunión con De la Espriella y expresan rechazo a Cepeda,Blu Radio reporta la iniciativa del movimiento Primero la Democracia de conversar con la fórmula de De la Espriella.,movimiento_electores_centro,Blu Radio,https://www.bluradio.com/politica/electores-de-fajardo-piden-reunion-con-de-la-espriella-debemos-votar-contra-cepeda-rs15,declaracion_publica,De la Espriella,positiva,fajardistas_acercamiento_abelardo,voto_anti_continuidad,rechazo,alianzas_politicas,Nacional / Centro político,0.72,0.89,0.08,radio_nacional|prensa_digital|twitter_x|whatsapp,profesional_urbano|adulto_redes|todos,Un grupo de electores de Fajardo explora coincidencias con De la Espriella.,2026-06-19,True,radio,privado,nacional,De la Espriella,canonical_signal,EVT-890b991679,1,0.793103,0.793103,,,,,not_applicable
S178,2026-06-09,Katherine Miranda anuncia que votará por De la Espriella,Blu Radio registra el anuncio individual de la congresista en la recta hacia la segunda vuelta.,apoyo_personalidad,Blu Radio,https://www.bluradio.com/nacion/elecciones/katherine-miranda-anuncia-que-votara-por-abelardo-de-la-espriella-so35,declaracion_publica,De la Espriella,positiva,apoyo_katherine_miranda,adhesion_individual_de_centro,definicion,apoyo_personalidades,Nacional,0.66,0.91,0.04,radio_nacional|prensa_digital|twitter_x|whatsapp,adulto_redes|profesional_urbano,Katherine Miranda anuncia un respaldo individual a De la Espriella.,2026-06-19,True,radio,privado,nacional,De la Espriella,canonical_signal,EVT-b8e2ab6920,1,0.793103,0.793103,,,,,not_applicable
S179,2026-06-05,De la Espriella plantea revisar la permanencia de Colombia en la ONU y la OEA,Blu Radio reporta que el candidato considera revisar la relación con organismos multilaterales como parte de su agenda de reducción estatal.,propuesta_politica_exterior,Blu Radio,https://www.bluradio.com/nacion/elecciones/de-la-espriella-plantea-revisar-permanencia-de-colombia-en-la-onu-y-la-oea-si-llega-a-la-presidencia-so35,entrevista_candidato,De la Espriella,mixta,revision_onu_oea,multilateralismo_vs_reduccion_gasto,controversia,politica_exterior,Nacional / Internacional,0.76,0.91,0.08,radio_nacional|television|prensa_digital|twitter_x|whatsapp,todos,De la Espriella propone revisar la permanencia en organismos multilaterales.,2026-06-19,True,radio,privado,nacional,De la Espriella,canonical_signal,EVT-69c2d18ec6,1,0.793103,0.793103,,,,,not_applicable
S180,2026-06-20,Colombia decide su destino: De la Espriella y Cepeda se disputan la Presidencia,SEMANA presenta los principales desafíos nacionales y el contexto de la votación del 21 de junio.,cobertura_preelectoral,SEMANA,https://www.semana.com/politica/articulo/colombia-decide-su-destino-abelardo-de-la-espriella-e-ivan-cepeda-se-disputan-la-presidencia-este-domingo-21-de-junio-esto-es-lo-que-esta-en-juego/202604/,hecho_reportado,AMBOS,contexto,decision_segunda_vuelta,retos_nacionales_y_eleccion,expectativa,momentum_electoral,Nacional,0.86,0.84,0.1,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,SEMANA presenta los principales desafíos nacionales y el contexto de la votación del 21 de junio.,2026-06-20,True,prensa_privada,privado,nacional,AMBOS,canonical_signal,EVT-S180-UNIQUE,1,0.851852,0.851852,,,,,not_available
S181,2026-06-20,Colombia elegirá al sucesor de Petro entre Abelardo de la Espriella e Iván Cepeda,"Blu Radio reproduce un despacho de EFE sobre la segunda vuelta, el censo electoral y la apertura del voto en el exterior.",cobertura_preelectoral,Blu Radio / EFE,https://www.bluradio.com/nacion/elecciones/colombia-elegira-al-sucesor-de-petro-entre-abelardo-de-la-espriella-e-ivan-cepeda-cb20,hecho_reportado,AMBOS,contexto,eleccion_sucesor_presidencial,competencia_bipolar,expectativa,participacion_electoral,Nacional / Exterior,0.82,0.9,0.06,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,"Blu Radio reproduce un despacho de EFE sobre la segunda vuelta, el censo electoral y la apertura del voto en el exterior.",2026-06-20,True,radio,privado,nacional,AMBOS,canonical_signal,EVT-S181-UNIQUE,1,0.793103,0.793103,,,,,not_available
S182,2026-06-20,¿Cuándo se sabe quién es el nuevo presidente? Así será el conteo y el escrutinio,Caracol Radio explica la diferencia temporal y jurídica entre preconteo y escrutinio para la segunda vuelta.,procedimiento_electoral,Caracol Radio,https://caracol.com.co/2026/06/20/cuando-se-sabe-quien-es-el-nuevo-presidente-de-colombia-asi-sera-el-conteo-de-votos-y-escrutinio/,explicacion_procedimental,AMBOS,contexto,preconteo_y_escrutinio,confianza_procedimental,certeza,confianza_electoral,Nacional,0.76,0.91,0.05,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,Caracol Radio explica la diferencia temporal y jurídica entre preconteo y escrutinio para la segunda vuelta.,2026-06-20,True,radio,privado,nacional,AMBOS,canonical_signal,EVT-S182-UNIQUE,1,0.793103,0.793103,,,,,not_available
S183,2026-06-20,"Segunda vuelta: horarios, ley seca, cómo votar y tarjeta electoral",EL PAÍS publica una guía de votación e indica que el voto en blanco está disponible pero no determina la repetición de la segunda vuelta.,guia_electoral,EL PAÍS,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-20/segunda-vuelta-presidencial-en-colombia-horarios-ley-seca-como-votar-y-tarjeta-electoral.html,explicacion_procedimental,AMBOS,contexto,reglas_jornada_y_voto_blanco,orientacion_al_votante,certeza,procedimiento_electoral,Nacional / Exterior,0.79,0.91,0.05,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,EL PAÍS publica una guía de votación e indica que el voto en blanco está disponible pero no determina la repetición de la segunda vuelta.,2026-06-20,True,internacional,privado,internacional,AMBOS,canonical_signal,EVT-S183-UNIQUE,1,1.642857,1.642857,,,,,not_available
S184,2026-06-20,Todo está listo para elegir presidente entre De la Espriella e Iván Cepeda,La Patria informa sobre la preparación de la jornada y el universo de ciudadanos habilitados.,logistica_electoral,La Patria,https://www.lapatria.com/colombia/elecciones-en-colombia-todo-esta-listo-para-elegir-presidente-entre-abelardo-de-la,hecho_reportado,AMBOS,contexto,alistamiento_electoral,capacidad_institucional,certeza,confianza_electoral,Nacional / Eje Cafetero,0.72,0.87,0.06,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,La Patria informa sobre la preparación de la jornada y el universo de ciudadanos habilitados.,2026-06-20,True,regional,privado,regional,AMBOS,canonical_signal,EVT-S184-UNIQUE,1,4.600000,3.000000,,,,,not_available
S185,2026-06-20,"Elecciones presidenciales de Colombia 2026, en vivo: últimas movidas antes de la segunda vuelta","Infobae mantiene un seguimiento en vivo de mensajes, propuestas y movimientos de las dos campañas durante la víspera electoral.",cobertura_en_vivo,Infobae Colombia,https://www.infobae.com/colombia/2026/06/20/elecciones-presidenciales-de-colombia-2026-en-vivo-estas-son-las-ultimas-movidas-politicas-de-cara-a-la-segunda-vuelta/,hecho_reportado,AMBOS,mixta,ultima_hora_campanas,competencia_en_tiempo_real,urgencia,agenda_mediatica,Nacional,0.88,0.84,0.12,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,"Infobae mantiene un seguimiento en vivo de mensajes, propuestas y movimientos de las dos campañas durante la víspera electoral.",2026-06-20,True,prensa_privada,privado,nacional,AMBOS,canonical_signal,EVT-S185-UNIQUE,1,0.851852,0.851852,,,,,not_available
S186,2026-06-20,Colombia 21J: entre la mano de hierro de De la Espriella y la defensa de la paz de Cepeda,Cadena SER encuadra la segunda vuelta como una disputa entre seguridad de línea dura y continuidad de políticas de paz.,encuadre_internacional,Cadena SER,https://cadenaser.com/nacional/2026/06/20/elecciones-colombia-21j-hacia-la-mano-de-hierro-de-de-la-spriella-o-la-defensa-de-la-paz-de-cepeda-cadena-ser/,analisis_periodistico,AMBOS,mixta,seguridad_vs_paz,polarizacion_comparativa,temor,encuadre_internacional,Internacional / Nacional,0.83,0.86,0.1,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,Cadena SER encuadra la segunda vuelta como una disputa entre seguridad de línea dura y continuidad de políticas de paz.,2026-06-20,True,internacional,privado,internacional,AMBOS,canonical_signal,EVT-S186-UNIQUE,1,1.642857,1.642857,,,,,not_available
S187,2026-06-20,La sombra del paramilitarismo sobre la segunda vuelta presidencial de Colombia,The Guardian examina los antecedentes y discursos de ambos candidatos desde la memoria del conflicto y la violencia.,encuadre_internacional,The Guardian,https://www.theguardian.com/world/2026/jun/20/colombia-presidential-election-paramilitary-militia-runoff,analisis_periodistico,De la Espriella,negativa,paramilitarismo_y_memoria,conflicto_memoria_derechos_humanos,temor,reputacion_candidato,Internacional / Nacional,0.87,0.88,0.12,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,The Guardian examina los antecedentes y discursos de ambos candidatos desde la memoria del conflicto y la violencia.,2026-06-20,True,internacional,privado,internacional,AMBOS,canonical_signal,EVT-S187-UNIQUE,1,1.642857,1.642857,,,,,not_available
S188,2026-06-20,De la Espriella advierte al Congreso y Cepeda llama a la convivencia antes de la votación,El seguimiento en vivo de EL PAÍS contrasta mensajes de autoridad política y llamados a una jornada pacífica.,discurso_campana,EL PAÍS,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-20/elecciones-colombia-2026-la-segunda-vuelta-de-las-presidenciales.html,declaracion_publica_reportada,AMBOS,mixta,orden_institucional_y_convivencia,contraste_de_liderazgo,tension,confianza_institucional,Nacional,0.85,0.89,0.1,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,El seguimiento en vivo de EL PAÍS contrasta mensajes de autoridad política y llamados a una jornada pacífica.,2026-06-20,True,internacional,privado,internacional,AMBOS,canonical_signal,EVT-S188-UNIQUE,1,1.642857,1.642857,,,,,not_available
S189,2026-06-20,Perfil de De la Espriella: el showman que promete una ofensiva contra la izquierda,"EL PAÍS publica un perfil crítico sobre la trayectoria, estilo mediático y propuestas del candidato.",perfil_candidato,EL PAÍS,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-20/abelardo-de-la-espriella-el-showman-que-promete-venganza-contra-la-izquierda.html,perfil_periodistico,De la Espriella,negativa,estilo_confrontativo,critica_derecha_internacional,rechazo,reputacion_candidato,Internacional / Nacional,0.86,0.88,0.12,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,"EL PAÍS publica un perfil crítico sobre la trayectoria, estilo mediático y propuestas del candidato.",2026-06-20,True,internacional,privado,internacional,De la Espriella,canonical_signal,EVT-S189-UNIQUE,1,1.642857,1.642857,,,,,not_available
S190,2026-06-20,Luis Alberto Posada denuncia videos con IA que simulan apoyos políticos,El cantante afirma que su imagen fue usada sin autorización en piezas generadas con inteligencia artificial y niega adhesiones políticas.,desinformacion_ia,Tropicana,https://www.tropicanafm.com/2026/luis-alberto-posada-exploto-por-videos-hechos-con-con-ia-en-los-que-apoya-a-politicos-me-estan-utilizando-468368.html,desmentido_publico,AMBOS,contexto,suplantacion_apoyo_politico,riesgo_desinformacion_ia,indignacion,integridad_informativa,Nacional / Redes sociales,0.83,0.87,0.92,prensa_digital|television|radio|twitter_x|youtube|whatsapp|facebook,todos|joven_digital|adulto_redes|profesional_urbano,El cantante afirma que su imagen fue usada sin autorización en piezas generadas con inteligencia artificial y niega adhesiones políticas.,2026-06-20,True,radio,privado,nacional,AMBOS,canonical_signal,EVT-S190-UNIQUE,1,0.793103,0.793103,,,,,not_available
